,CONTROL,AGE1,METRO3,REGION,LMED,FMR,L30,L50,L80,IPOV,BEDRMS,BUILT,STATUS,TYPE,VALUE,VACANCY,TENURE,NUNITS,ROOMS,WEIGHT,PER,ZINC2,ZADEQ,ZSMHC,STRUCTURETYPE,OWNRENT,UTILITY,OTHERCOST,COST06,COST12,COST08,COSTMED,TOTSAL,ASSISTED,GLMED,GL30,GL50,GL80,APLMED,ABL30,ABL50,ABL80,ABLMED,BURDEN,INCRELAMIPCT,INCRELAMICAT,INCRELPOVPCT,INCRELPOVCAT,INCRELFMRPCT,INCRELFMRCAT,COST06RELAMIPCT,COST06RELAMICAT,COST06RELPOVPCT,COST06RELPOVCAT,COST06RELFMRPCT,COST06RELFMRCAT,COST08RELAMIPCT,COST08RELAMICAT,COST08RELPOVPCT,COST08RELPOVCAT,COST08RELFMRPCT,COST08RELFMRCAT,COST12RELAMIPCT,COST12RELAMICAT,COST12RELPOVPCT,COST12RELPOVCAT,COST12RELFMRPCT,COST12RELFMRCAT,COSTMedRELAMIPCT,COSTMedRELAMICAT,COSTMedRELPOVPCT,COSTMedRELPOVCAT,COSTMedRELFMRPCT,COSTMedRELFMRCAT,FMTZADEQ,FMTMETRO3,FMTBUILT,FMTSTRUCTURETYPE,FMTBEDRMS,FMTOWNRENT,FMTCOST06RELPOVCAT,FMTCOST08RELPOVCAT,FMTCOST12RELPOVCAT,FMTCOSTMEDRELPOVCAT,FMTINCRELPOVCAT,FMTCOST06RELFMRCAT,FMTCOST08RELFMRCAT,FMTCOST12RELFMRCAT,FMTCOSTMEDRELFMRCAT,FMTINCRELFMRCAT,FMTCOST06RELAMICAT,FMTCOST08RELAMICAT,FMTCOST12RELAMICAT,FMTCOSTMEDRELAMICAT,FMTINCRELAMICAT,FMTASSISTED,FMTBURDEN,FMTREGION,FMTSTATUS
92,'100118120146',41,'1','3',73300,944,17600,29350,46950,15470,1,1985,'1',1,-6,-6,'2',4,4,2540.1203046,2,15974,'2',669,2,'2',163.0,5.5,669.0,669.0,669.0,669.0,16000,0,73300,17600,29350,46950,58640.0,16500.0,27515.625,44015.625,54975.0,0.5025666708,27.240791269000002,1,103.25791855,2,42.304025424,1,48.676671213999995,2,172.97996122,3,70.86864406800001,2,48.676671213999995,2,172.97996122,3,70.86864406800001,2,48.676671213999995,2,172.97996122,3,70.86864406800001,2,48.676671213999995,2,172.97996122,3,70.86864406800001,2,'2 Moderately Inadequ','Central City','1980-1989','2 2-4 units','1 1BR','2 Renter','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','-5','-5'
93,'100118130103',40,'1','3',73300,1570,22000,36650,58650,23428,3,2005,'1',1,-6,-6,'2',1,5,335.79600865,4,36961,'1',1069,1,'2',260.0,8.8333333333,1069.0,1069.0,1069.0,1069.0,37000,1,73300,22000,36650,58650,73300.0,22880.0,38116.0,60996.0,76232.0,0.3470685317,50.424283765,3,157.76421376,3,58.855095541000004,2,56.091929898000004,3,182.51664675,3,68.089171975,2,56.091929898000004,3,182.51664675,3,68.089171975,2,56.091929898000004,3,182.51664675,3,68.089171975,2,56.091929898000004,3,182.51664675,3,68.089171975,2,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','2 Renter','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','1 Assisted','2 30% to 50%','-5','-5'
94,'100119190149',57,'5','1',61917,1257,15572,25979,41205,15452,4,1985,'1',1,250000,-6,'1',1,7,2600.733138,2,191102,'1',1571,1,'1',354.0,105.66666667,2121.1553483,3086.5450097,2423.1369579,1912.2086138,184000,-9,61917,15572,25979,41205,49533.6,22579.4,37669.55,59747.25,71823.72,0.0986488891,385.80276822,7,1236.7460523,4,380.07557677,3,118.13118832,6,549.0953529,4,168.74744218,3,134.94912031,7,627.26817445,4,192.77143659,3,171.89558044,7,799.00207345,4,245.54852902,3,106.49454602,6,495.00611281,4,152.12479028,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
95,'100123120146',39,'5','1',61917,1056,25706,42836,68005,49283,3,1990,'1',1,250000,-6,'1',1,6,3232.6088244000002,10,33922,'2',3726,1,'1',576.08333333,100.0,2337.5720149,3302.9616764,2639.5536246,2128.6252804,34000,-9,61917,25706,42836,68005,91637.16,18063.675676,30100.972973000004,47787.297297000005,64393.68,1.3180826602,37.017733854,2,68.831037072,1,80.307765152,2,145.20505832,7,189.72643832,3,221.36098626,3,163.96352093,7,214.23644052,4,249.95772960000002,3,205.17303415,7,268.08121879,4,312.78046178,3,132.22572653,7,172.76750851,3,201.57436368,3,'2 Moderately Inadequ','-5','1990-1999','1 Single Family','3 3BR','1 Owner','3 150-200% Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','1 LTE Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','2 30 - 50% AMI','.','3 50% or More','-5','-5'
96,'100126130103',54,'2','4',74316,1693,20191,33628,53520,18574,6,2004,'1',1,450000,-6,'1',1,13,2126.897018,3,122274,'1',2297,1,'1',175.0,109.0,3274.6796269,5012.3810175,3818.2465242,2898.5755048,2300,-9,74316,20191,33628,53520,66884.4,31408.222222000004,52310.222222000004,83253.333333,104042.4,0.22542813679999998,182.81392971,7,658.3073113,4,180.55818074,3,125.89788882,7,705.21796638,4,193.42466786,3,146.79578803,7,822.27770522,4,225.53139541,3,192.70532081,7,1079.4402967,4,296.06503352,3,111.43824075,6,624.22213951,4,171.20942143,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','West','-5'
97,'100126230103',76,'2','4',74316,1302,17939,29888,47559,13964,3,2006,'1',1,300000,-6,'1',1,8,2154.7550629,2,3500,'1',437,1,'1',100.0,170.0,2263.7864179000003,3422.2540117,2626.1643495000003,2013.0503364999997,0,-9,74316,17939,29888,47559,59452.8,23320.7,38854.4,61826.7,77288.64,1.4982857143000001,5.8870229829,1,25.064451447,1,6.7204301075,1,117.16011139,6,648.46359722,4,173.86992457,3,135.91463633,7,752.26707232,4,201.70233099,3,177.11549908,7,980.30765159,4,262.84593024,3,104.18350415,6,576.64002765,4,154.61216102,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','1 LTE 30% AMI','.','3 50% or More','West','-5'
98,'100126330103',25,'2','4',74316,1302,22401,37322,59441,23428,3,2008,'1',1,110000,-6,'1',12,6,2360.4620231999997,4,28974,'1',1137,3,'1',232.0,174.16666667,1137.2216865999999,1561.9931375999997,1270.0935948,1045.2851234,29000,-9,74316,22401,37322,59441,74316.0,23297.04,38814.88,61818.64,77288.64,0.4709049493,38.987566607,2,123.67252859999998,2,55.633640553,2,58.855825983,3,194.16453587,3,87.34421555799999,2,65.732485126,4,216.85053693,4,97.549431245,2,80.839468135,5,266.6882598,4,119.96875097,3,54.097736661000006,3,178.46766662,3,80.283035591,2,'1 Adequate','-5','2000-2009','3 5-19 units','3 3BR','1 Owner','3 150-200% Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','4 60 - 80% AMI','5 80 - 100% AMI','3 50 - 60% AMI','2 30 - 50% AMI','.','2 30% to 50%','West','-5'
99,'100126330203',37,'2','4',74316,1302,22401,37322,59441,23428,3,2007,'1',1,130000,-6,'1',12,6,2431.5754700999996,4,98487,'1',1059,3,'1',86.0,185.75,1135.7241144000002,1637.7267384000002,1292.7545514,1027.0718125,97000,-9,74316,22401,37322,59441,74316.0,23297.04,38814.88,61818.64,77288.64,0.12903225810000002,132.52462458,7,420.38159467,4,189.10714286,3,58.778320562,3,193.90884658,3,87.22919465700001,2,66.905281368,4,220.71957511,4,99.289904104,2,84.75898856,5,279.61870213,4,125.78546378,3,53.15512409,3,175.35800111,3,78.884163786,2,'1 Adequate','-5','2000-2009','3 5-19 units','3 3BR','1 Owner','3 150-200% Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','4 60 - 80% AMI','5 80 - 100% AMI','3 50 - 60% AMI','7 120% AMI +','.','1 Less than 30%','West','-5'
100,'100127100149',50,'1','1',85310,1129,20545,34212,51651,15537,2,1985,'1',1,170000,-6,'1',1,4,3433.1551686,2,119974,'1',1603,1,'1',143.33333333,42.5,1315.6456368,1972.1106066,1520.9931314,1173.5618574,120000,-9,85310,20545,34212,51651,68248.0,23113.125,38488.5,58107.375,76779.0,0.1603347392,175.79123198,7,772.18253202,4,265.66430469,3,68.54195219100001,4,338.71291416,4,116.53194303,3,79.24005946300001,5,391.57961804,4,134.72038365,3,102.74218766,6,507.71979317,4,174.67764452,3,61.139731299999994,4,302.13345108,4,103.94702014,3,'1 Adequate','Central City','1980-1989','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
101,'100129130103',60,'2','4',70724,2077,18866,31413,49608,15452,5,2004,'1',1,450000,-6,'1',1,10,2827.9004458,2,369930,'1',4820,1,'1',362.0,283.33333333,3636.0129601999997,5373.7143509,4179.5798575,3259.9088380999997,352943,-9,70724,18866,31413,49608,56579.2,30185.6,50260.8,79372.8,90526.72,0.1563539048,653.82684803,7,2394.0590215,4,445.26961964,3,160.66032041,7,941.24073523,4,175.06080694,3,184.67828537,7,1081.951814,4,201.23157716,3,237.44213204,7,1391.0728322,4,258.72481227,3,144.04184038,7,843.88010306,4,156.95276062,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','West','-5'
102,'100129330103',40,'1','4',89200,892,18750,31250,45100,12005,0,2006,'1',1,200000,-6,'1',78,2,1777.4328354000002,1,85987,'1',1914,5,'1',54.0,360.0,1743.1909452999998,2515.5026745,1984.7762329999998,1576.0335576999998,86000,-9,89200,18750,31250,45100,62440.0,18750.0,31250.0,45100.0,62440.0,0.2671101446,137.71140295,7,716.25989171,4,240.99495516,3,111.67142507,6,580.82163941,4,195.42499386,3,127.14774074,7,661.31652911,4,222.5085463,3,161.14687216,7,838.15166163,4,282.00702629,3,100.96307224,6,525.12571685,4,176.68537642,3,'1 Adequate','Central City','2000-2009','5 50+ units','0 Studio','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','West','-5'
103,'100129530103',39,'3','4',67676,1210,22559,37593,59377,23428,2,2008,'1',1,-6,-6,'2',199,5,2057.2275581,4,44474,'1',1005,5,'2',55.0,0.0,1005.0,1005.0,1005.0,1005.0,44500,1,67676,22559,37593,59377,67676.0,20303.1,33833.7,53439.3,60908.4,0.2711696722,65.716058869,3,189.83267885,3,91.88842975200001,2,66.000748665,3,171.58955096,3,83.05785124,2,66.000748665,3,171.58955096,3,83.05785124,2,66.000748665,3,171.58955096,3,83.05785124,2,66.000748665,3,171.58955096,3,83.05785124,2,'1 Adequate','-5','2000-2009','5 50+ units','2 2BR','2 Renter','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','1 Assisted','1 Less than 30%','West','-5'
104,'100130310140',-9,'2','3',57700,776,12150,20200,32350,-6,2,1980,'3',1,-6,1,'-6',1,4,1517.1673375999999,-6,-6,'-6',-6,1,'2',143.0,41.666666667,186.66666667,186.66666667,186.66666667,186.66666667,-9,-9,57700,12150,20200,32350,-9.0,15621.428571,25971.428571,41592.857143,51930.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,14.378329803,1,-9.0,-9,24.054982818000003,1,14.378329803,1,-9.0,-9,24.054982818000003,1,14.378329803,1,-9.0,-9,24.054982818000003,1,14.378329803,1,-9.0,-9,24.054982818000003,1,'-5','-5','1980-1989','1 Single Family','2 2BR','2 Renter','.','.','.','.','.','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','.','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','.','.','.','-5','-5'
105,'100138130103',39,'1','2',63200,1070,17100,28450,45500,18574,4,2007,'1',1,380000,-6,'1',1,9,906.56527375,3,230961,'1',3087,1,'1',415.33333333,178.33333333,3119.1294626999997,4586.5217482,3578.1415093,2801.5304263,231000,-9,63200,17100,28450,45500,56880.0,22040.0,36668.888889,58644.44444400001,73312.0,0.1603907153,406.04957806,7,1243.4639819,4,539.62850467,3,170.18384236,7,671.71949234,4,291.50742642,3,195.2281487,7,770.56993848,4,334.40574854,3,250.24671258,7,987.72946014,4,428.64689235,3,152.8552175,7,603.32301632,4,261.82527348,3,'1 Adequate','Central City','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
106,'100138580149',50,'1','2',63200,971,15200,25300,40450,15470,3,1985,'1',1,180000,-6,'1',1,7,2846.9045978,2,117974,'1',513,1,'1',163.16666667,158.33333333,1517.7718507000002,2212.852407,1735.1986097,1367.3302019,118000,-9,63200,15200,25300,40450,50560.0,19760.0,32890.0,52585.0,65728.0,0.052180989000000004,233.33465189999998,7,762.59857789,4,303.74356334,3,92.366836097,5,392.44262463,4,156.3101803,3,105.59874694,6,448.66156682,4,178.70222551,3,134.66725943,7,572.16610395,4,227.89417168,3,83.211429036,5,353.54368505,4,140.81670463,3,'1 Adequate','Central City','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
107,'100140130103',88,'2','1',77566,1012,16492,27468,41571,11067,2,2005,'1',1,-6,-6,'3',1,5,1699.2690162000001,1,33232,'1',191,1,'2',181.0,10.416666667000001,191.0,191.0,191.0,191.0,0,0,77566,16492,27468,41571,54296.2,21204.0,35316.0,53448.428571,69809.4,0.06896966780000001,61.205019872,4,300.28011204,4,82.09486166,2,10.944084894000001,1,69.034065239,1,18.873517787,1,10.944084894000001,1,69.034065239,1,18.873517787,1,10.944084894000001,1,69.034065239,1,18.873517787,1,10.944084894000001,1,69.034065239,1,18.873517787,1,'1 Adequate','-5','2000-2009','1 Single Family','2 2BR','2 Renter','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','4 200%+ Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','2 50.1 - 100% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','4 60 - 80% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
108,'100141130103',36,'1','3',60991,988,14801,24628,39421,15470,3,2004,'1',1,90000,-6,'1',1,6,2168.1418503000004,2,64974,'1',1176,1,'1',200.5,50.0,848.63592537,1196.1762035,957.34930484,773.41510096,65000,-9,60991,14801,24628,39421,48792.8,19241.3,32016.4,51247.3,63430.64,0.2171945701,133.16308964,7,420.0,4,164.40789474,3,53.515835588,3,219.42751787,4,85.894324431,2,60.371410715,3,247.53698897,4,96.897702919,2,75.43207531899999,4,309.28925753,4,121.07046594,3,48.772334692,2,199.97804808,3,78.280880664,2,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','3 50 - 60% AMI','4 60 - 80% AMI','2 30 - 50% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
109,'100141230103',44,'3','3',61329,1032,18582,30960,49542,24218,3,2006,'1',1,-6,-6,'2',6,6,2763.8959005999995,4,126961,'1',1404,3,'2',237.0,16.666666667,1404.0,1404.0,1404.0,1404.0,127000,0,61329,18582,30960,49542,61329.0,19325.28,32198.4,51523.68,63782.16,0.1327021684,207.01625658,7,524.24229912,4,307.56056202,3,88.04969916399999,5,231.89363284,4,136.04651163,3,88.04969916399999,5,231.89363284,4,136.04651163,3,88.04969916399999,5,231.89363284,4,136.04651163,3,88.04969916399999,5,231.89363284,4,136.04651163,3,'1 Adequate','-5','2000-2009','3 5-19 units','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','5 80 - 100% AMI','5 80 - 100% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5','-5'
110,'100141430103',52,'3','3',61329,1187,14890,24784,39652,15517,5,2004,'1',1,300000,-6,'1',1,10,2753.2458865,2,167987,'1',814,1,'1',397.5,166.66666667,2557.9530846000002,3716.4206784000003,2920.3310161,2307.2170032,98000,-9,61329,14890,24784,39652,49063.2,23824.0,39654.4,63443.2,78501.12,0.0581473566,342.38900031,7,1082.5997293,4,353.80581297,3,130.33969883,7,659.39371904,4,215.49731125,3,148.80455291,7,752.80815007,4,246.02620187,3,189.36905249,7,958.02556638,4,313.09357021,3,117.56352028,6,594.75852373,4,194.37379976,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
111,'100142330103',35,'2','3',60060,1282,14883,24790,39658,15946,3,2006,'1',1,240000,-6,'1',1,5,2304.1558695,2,70800,'1',1680,1,'1',146.33333333,233.33333333,1974.695801,2901.469876,2264.5981462,1774.1069359,60000,-9,60060,14883,24790,39658,48048.0,19347.9,32227.0,51555.4,62462.4,0.2847457627,147.35264735,7,443.99849492,4,138.06552262,3,126.45660756,7,495.34574213,4,154.03243378,3,145.02152631,7,568.06676188,4,176.64572124,3,185.80585287,7,727.82387458,4,226.32370328,3,113.61119239,6,445.02870585,4,138.38587643,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
112,'100143130103',35,'5','2',58768,849,17827,29711,47538,23500,3,2006,'1',1,180000,-6,'1',1,5,2739.0882189,4,89974,'1',1189,1,'1',182.66666667,43.75,1422.6885174000001,2117.7690737,1640.1152764,1272.2468686,90000,-9,58768,17827,29711,47538,58768.0,18540.08,30899.44,49439.52,61118.72,0.15857914509999999,153.10032671,7,382.86808511,4,264.94110718,3,93.10983721,5,242.15974764,4,167.57226354,3,107.33963515,6,279.16855768,4,193.18201135,3,138.60035509,7,360.47133169,4,249.44276486,3,83.263973368,5,216.55265848,4,149.85239913,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
113,'100143330149',41,'5','2',58768,931,19273,32111,51357,27654,4,1990,'1',1,190000,-6,'1',1,9,3458.0085334,5,114974,'1',4083,1,'1',213.0,33.333333333,1509.0647313,2242.7608741,1738.5707547000002,1350.2652131,115000,-9,58768,19273,32111,51357,63469.44,20700.62963,34489.592593,55161.222222000004,68170.88,0.42614852049999996,181.14859687,7,415.7590222,4,308.73791622,3,88.546002712,5,218.27796794,4,162.09073376,3,102.01251647,6,251.4747602,4,186.74229373,3,131.59641619,7,324.40310611,4,240.89805307,3,79.228269498,4,195.3084853,3,145.03385748,3,'1 Adequate','-5','1990-1999','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','4 60 - 80% AMI','7 120% AMI +','.','2 30% to 50%','-5','-5'
114,'100143710148',71,'1','4',79659,1725,17150,28577,43494,11057,4,1990,'1',1,180000,-6,'1',1,7,3423.2055986,1,23860,'1',298,1,'1',123.0,50.0,1369.2718507000002,2064.352407,1586.6986097000001,1218.8302019,0,-9,79659,17150,28577,43494,55761.3,28420.0,47356.171429,72075.771429,92404.44,0.1498742666,42.789533243,2,215.79090169,4,34.579710145,1,59.272989511999995,3,495.35022185,4,79.378078304,2,68.684951056,4,574.00691315,4,91.98252809799999,2,89.36161106600001,5,746.80380104,4,119.67260331,3,52.760676951,3,440.92618319999997,4,70.6568233,2,'1 Adequate','Central City','1990-1999','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 50.1 - 100% FMR','1 LTE 50% FMR','3 50 - 60% AMI','4 60 - 80% AMI','5 80 - 100% AMI','3 50 - 60% AMI','2 30 - 50% AMI','.','1 Less than 30%','West','-5'
115,'100144130103',-9,'1','4',86300,3100,20550,34300,54850,-6,4,2004,'3',1,490000,3,'-6',1,7,2002.0075555,-6,-6,'-6',-6,1,'1',33.333333333,108.33333333,3398.1844825999997,5290.3482191,3990.0684375,2988.648883,-9,-9,86300,20550,34300,54850,-9.0,34054.285714,56840.0,90894.285714,100108.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,135.78073611,7,-9.0,-9,109.61885428,3,159.4305525,7,-9.0,-9,128.71188508,3,211.38563228,7,-9.0,-9,170.65639416,3,119.41698498,6,-9.0,-9,96.408028484,2,'-5','Central City','2000-2009','1 Single Family','4 4BR+','1 Owner','.','.','.','.','.','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','.','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','.','.','.','West','-5'
116,'100144230103',31,'1','4',86300,1833,23500,39200,62650,15492,2,2007,'1',1,330000,-6,'1',8,4,3460.9185377999997,2,94974,'1',1665,3,'1',109.0,356.25,2658.4150597,3932.7294129,3057.0307844,2382.6053702,95000,-9,86300,23500,39200,62650,69040.0,26437.5,44100.0,70481.25,77670.0,0.2103733653,137.56373117,7,613.05189775,4,129.53355155,3,136.90820444,7,686.3968654,4,145.03082704,3,157.4368886,7,789.3185603999999,4,166.77745687,3,202.53531159,7,1015.4220018,4,214.55152280000001,3,122.70402318,7,615.183416,4,129.98392636,3,'1 Adequate','Central City','2000-2009','3 5-19 units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','West','-5'
117,'100144230203',34,'1','4',86300,1833,23500,39200,62650,15492,2,2007,'1',1,300000,-6,'1',8,4,2619.0453896,2,119974,'1',1332,3,'1',152.0,122.91666667,2268.7030846000002,3427.1706784000003,2631.0810161,2017.9670032000001,120000,-9,86300,23500,39200,62650,69040.0,26437.5,44100.0,70481.25,77670.0,0.1332288663,173.77462341,7,774.42550994,4,163.63066012,3,116.83806281,6,585.77409878,4,123.7699446,3,135.50050296,7,679.33927605,4,143.53960808,3,176.49906931,7,884.88785912,4,186.97057711,3,103.92517076,6,521.03459933,4,110.09094398,3,'1 Adequate','Central City','2000-2009','3 5-19 units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','West','-5'
